id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,Year
4448,2019-07-13,shot,knife,46.0,M,Black,Orange,NJ,False,other,Foot,False,2019
4449,2019-07-14,shot,gun,22.0,M,Black,Hollywood,FL,False,attack,Car,False,2019
4450,2019-07-14,shot,gun,20.0,M,Black,Penn Hills,PA,False,attack,Foot,False,2019
4451,2019-07-14,shot,gun,30.0,M,Black,Dallas,TX,False,attack,Not fleeing,False,2019
4452,2019-07-15,shot,gun,49.0,M,Black,Baltimore,MD,False,attack,Not fleeing,True,2019
4453,2019-07-15,shot,toy weapon,43.0,M,White,Salt Lake City,UT,True,other,Not fleeing,True,2019
4454,2019-07-16,shot,knife,52.0,M,Hispanic,Chino Hills,CA,False,attack,Not fleeing,False,2019
4455,2019-07-16,shot,gun,62.0,M,White,Memphis,IN,True,attack,Not fleeing,False,2019
4456,2019-07-16,shot,gun,56.0,M,White,Porterdale,GA,False,attack,Not fleeing,False,2019
4457,2019-07-16,shot,gun,36.0,M,White,Lake Jackson,TX,False,attack,Car,False,2019
4458,2019-07-16,shot,gun,40.0,F,White,Lake Jackson,TX,False,attack,Car,False,2019
4459,2019-07-17,shot,toy weapon,52.0,M,Black,Modesto,CA,False,attack,Not fleeing,True,2019
4460,2019-07-17,shot,gun,35.0,M,White,McAlester,OK,False,attack,Car,False,2019
4461,2019-07-17,shot,gun,35.0,M,Black,Birmingham,AL,False,attack,Foot,False,2019
4464,2019-07-18,shot,knife,53.0,M,Hispanic,Pueblo,CO,False,attack,Not fleeing,False,2019
4465,2019-07-18,shot,gun,23.0,M,Black,Metairie,LA,False,other,Not fleeing,False,2019
4466,2019-07-18,shot,gun,19.0,M,Black,Fort Worth,TX,False,attack,Not fleeing,True,2019
4468,2019-07-19,shot,gun,39.0,M,White,League City,TX,True,attack,Not fleeing,False,2019
4469,2019-07-21,shot,knife,28.0,F,Hispanic,Albuquerque,NM,True,other,Not fleeing,False,2019
4470,2019-07-21,shot,gun,28.0,M,Black,Tacoma,WA,False,attack,Not fleeing,False,2019
4472,2019-07-22,shot,gun,53.0,M,White,Ranburne,AL,True,attack,Not fleeing,False,2019
4473,2019-07-23,shot,pair of scissors,27.0,M,White,Asbury Park,NJ,True,other,Not fleeing,False,2019
4474,2019-07-23,shot,gun,31.0,M,Black,Ross Township,PA,False,attack,Not fleeing,False,2019
4475,2019-07-23,shot,gun,38.0,M,Hispanic,Colorado Springs,CO,False,other,Car,False,2019
4477,2019-07-26,shot,gun,41.0,M,Hispanic,Hartford,CT,False,attack,Car,True,2019
4478,2019-07-26,shot,gun,49.0,M,White,Three Springs,PA,True,attack,Not fleeing,False,2019
4479,2019-07-26,shot,gun,56.0,M,White,Sun City,SC,True,other,Not fleeing,False,2019
4481,2019-07-28,shot,gun,62.0,M,Hispanic,Boyton Beach,FL,False,attack,Not fleeing,False,2019
4487,2019-07-31,shot,gun,28.0,M,White,Council Bluffs,IA,False,attack,Car,False,2019
4489,2019-07-31,shot,gun,42.0,M,White,Chattanooga,TN,False,attack,Not fleeing,False,2019
4490,2019-07-31,shot and Tasered,knife,46.0,M,Asian,Austin,TX,True,other,Not fleeing,False,2019
4491,2019-08-01,shot,gun,21.0,M,Black,Los Angeles,CA,False,attack,Foot,False,2019
4493,2019-08-01,shot,unarmed,30.0,F,White,Arlington,TX,False,other,Not fleeing,False,2019
4494,2019-08-01,shot,gun,36.0,M,White,Charleston,WV,False,attack,Other,False,2019
4495,2019-08-01,shot,vehicle,54.0,M,White,Jackson County,KY,False,attack,Car,False,2019
4496,2019-08-01,shot,knife,48.0,M,White,Tampa,FL,True,other,Not fleeing,False,2019
4497,2019-08-02,shot,gun,55.0,M,Black,Charlotte,NC,True,attack,Not fleeing,False,2019
4498,2019-08-02,shot,gun,34.0,M,Black,Minneapolis,MN,False,attack,Not fleeing,True,2019
4499,2019-08-02,shot,gun,45.0,M,Black,Indianapolis,IN,False,attack,Not fleeing,False,2019
4500,2019-08-03,shot,gun,19.0,M,Black,Colorado Springs,CO,False,other,Foot,True,2019
4501,2019-08-03,shot,gun,32.0,M,Hispanic,Revere,MA,False,attack,Car,False,2019
4503,2019-08-03,shot,gun,32.0,M,White,Carson City,NV,False,attack,Not fleeing,False,2019
4504,2019-08-03,shot,knife,25.0,M,Black,Loganville,GA,False,attack,Foot,False,2019
4505,2019-08-04,shot,gun,24.0,M,White,Dayton,OH,True,attack,Not fleeing,False,2019
4506,2019-08-04,shot,gun,65.0,M,White,Hanceville,AL,True,attack,Not fleeing,False,2019
4508,2019-08-05,shot,knife,49.0,M,Black,Memphis,TN,False,attack,Foot,False,2019
4509,2019-08-05,shot,vehicle,19.0,M,Hispanic,Bakersfield,CA,False,other,Car,False,2019
4510,2019-08-05,shot,gun,56.0,M,White,Lowell,AR,True,undetermined,Not fleeing,False,2019
4511,2019-08-05,shot,gun,39.0,M,Black,Irvington,NJ,False,attack,Not fleeing,False,2019
4513,2019-08-05,shot,gun,57.0,M,White,Rifle,CO,True,other,Foot,False,2019
4514,2019-08-06,shot,gun,49.0,M,White,Shaler Township,PA,False,attack,Not fleeing,False,2019
4515,2019-08-07,shot,gun,18.0,M,Black,Longview,TX,False,attack,Not fleeing,False,2019
4516,2019-08-08,shot,gun,27.0,M,Black,Moss Point,MS,False,attack,Foot,True,2019
4519,2019-08-09,shot,machete,52.0,M,Hispanic,Garland,TX,False,attack,Not fleeing,False,2019
4520,2019-08-09,shot,gun and vehicle,37.0,M,Hispanic,Kansas City,MO,False,attack,Foot,False,2019
4521,2019-08-09,shot,toy weapon,62.0,M,White,Montpelier,VT,True,attack,Not fleeing,False,2019
4522,2019-08-10,shot,knife,57.0,M,White,Bradley County,TN,False,attack,Not fleeing,False,2019
4525,2019-08-12,shot,gun,49.0,M,White,Riverside,CA,False,attack,Not fleeing,False,2019
4528,2019-08-13,shot,gun,51.0,M,Black,Clinton,TN,True,attack,Not fleeing,False,2019
4530,2019-08-13,shot,gun,51.0,M,Black,Kansas City,KS,False,attack,Not fleeing,False,2019
4534,2019-08-15,shot,gun,31.0,F,Hispanic,Denver,CO,False,attack,Foot,False,2019
4537,2019-08-17,shot,gun,25.0,M,Black,Gary,IN,False,undetermined,Not fleeing,False,2019
4539,2019-08-17,shot,gun,62.0,M,White,Springville,IN,False,attack,Not fleeing,False,2019
4540,2019-08-17,shot,gun,27.0,M,Black,Dallas,TX,False,attack,Car,True,2019
4541,2019-08-18,shot,gun,33.0,M,Hispanic,Los Angeles,CA,False,attack,Foot,True,2019
4542,2019-08-18,shot,sharp object,38.0,M,White,Caledonia,WI,False,attack,Not fleeing,False,2019
4543,2019-08-19,shot,gun,69.0,M,Hispanic,Las Vegas,NV,False,attack,Car,False,2019
4544,2019-08-19,shot,gun,39.0,M,Hispanic,Los Angeles,CA,False,attack,Foot,False,2019
4546,2019-08-21,shot,gun,18.0,M,Black,Fort Worth,TX,False,attack,Foot,True,2019
4547,2019-08-21,shot,unknown weapon,27.0,M,White,Nicholasville,KY,False,undetermined,Not fleeing,False,2019
4550,2019-08-22,shot,toy weapon,57.0,M,White,Albuquerque,NM,False,attack,Not fleeing,False,2019
4552,2019-08-22,shot,Taser,29.0,M,Black,Dayton,OH,False,attack,Foot,False,2019
4553,2019-08-22,shot,unarmed,39.0,M,White,Glennville,GA,False,attack,Not fleeing,False,2019
4554,2019-08-22,shot,gun,46.0,M,Hispanic,Hobbs,NM,False,attack,Not fleeing,False,2019
4555,2019-08-23,shot,unarmed,31.0,M,White,West Valley City,UT,False,other,Not fleeing,True,2019
4556,2019-08-23,shot,knife,34.0,M,White,Cottage Grove,OR,False,other,Not fleeing,False,2019
4557,2019-08-24,shot,shovel,52.0,M,Hispanic,El Cerrito,CA,True,attack,Not fleeing,True,2019
4558,2019-08-26,shot,unarmed,33.0,M,Black,Knoxville,TN,False,attack,Not fleeing,False,2019
4562,2019-08-27,shot,gun,52.0,M,Black,Baton Rouge,LA,True,attack,Car,False,2019
4564,2019-08-28,shot,gun and car,30.0,M,Black,Baltimore,MD,False,attack,Car,False,2019
4565,2019-08-28,shot,knife,28.0,M,White,Salina,KS,False,other,Not fleeing,False,2019
4569,2019-08-30,shot,gun and vehicle,51.0,M,Hispanic,Tolleson,AZ,False,attack,Other,False,2019
4571,2019-08-31,shot,gun,23.0,M,Black,St. Louis,MO,False,other,Foot,False,2019
4573,2019-08-31,shot,hammer,23.0,M,Black,Brooklyn Center,MN,False,other,Not fleeing,True,2019
4575,2019-08-31,shot,gun,36.0,M,White,Odessa,TX,True,attack,Car,False,2019
4576,2019-08-31,shot,gun,37.0,M,Hispanic,Denver,CO,False,attack,Not fleeing,False,2019
4577,2019-09-01,shot,vehicle,49.0,M,White,Sand Springs,OK,False,attack,Car,True,2019
4578,2019-09-01,shot,gun,49.0,M,White,Caldwell,ID,False,attack,Not fleeing,False,2019
4580,2019-09-02,shot,gun,35.0,M,White,Missoula,MT,True,attack,Not fleeing,False,2019
4581,2019-09-02,shot,knife,17.0,M,White,Kerrville,TX,False,other,Not fleeing,False,2019
4583,2019-09-03,shot,gun,30.0,M,White,Bluff City,TN,False,attack,Car,False,2019
4584,2019-09-03,shot,vehicle,34.0,M,Hispanic,Kaukauna,WI,False,other,Car,False,2019
4585,2019-09-03,shot,vehicle,46.0,M,White,Van Wert,OH,True,other,Car,False,2019
4586,2019-09-04,shot,knife,29.0,M,White,Coeur d'Alene,ID,False,attack,Not fleeing,False,2019
4589,2019-09-05,shot,gun,28.0,M,Black,St. Louis,MO,False,attack,Not fleeing,False,2019
4591,2019-09-05,shot,unarmed,43.0,M,White,East Hartford,CT,False,attack,Not fleeing,False,2019
4592,2019-09-06,shot,gun,42.0,M,Black,Glendora,CA,False,other,Foot,False,2019
4594,2019-09-07,shot,knife,40.0,M,White,Nacogdoches,TX,False,other,Not fleeing,False,2019
4596,2019-09-08,shot,toy weapon,24.0,M,Black,Tacoma,WA,False,undetermined,Foot,False,2019
4597,2019-09-09,shot,gun,27.0,M,Black,Oklahoma City,OK,False,attack,Other,True,2019
4598,2019-09-09,shot,gun,41.0,M,White,Aberdeen,WA,False,attack,Foot,False,2019
4599,2019-09-09,shot,gun and knife,47.0,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,2019
4600,2019-09-10,shot,knife,26.0,M,Black,Wellington,UT,True,other,Not fleeing,True,2019
4601,2019-09-11,shot,gun,20.0,M,White,Burlington,IA,False,attack,Foot,False,2019
4605,2019-09-12,shot,piece of wood,35.0,M,Hispanic,Santa Clarita,CA,True,attack,Not fleeing,False,2019
4608,2019-09-14,shot,toy weapon,31.0,M,Black,Arlington,TX,True,attack,Not fleeing,True,2019
4609,2019-09-14,shot,unarmed,54.0,M,Black,Baton Rouge,LA,False,undetermined,Not fleeing,False,2019
4610,2019-09-14,shot,gun,33.0,M,Hispanic,Plainview,TX,True,attack,Not fleeing,False,2019
4611,2019-09-14,shot,gun,76.0,M,White,Ooltewah,TN,True,attack,Not fleeing,False,2019
4613,2019-09-15,shot,knife,31.0,M,Black,St. Paul,MN,False,attack,Not fleeing,True,2019
4615,2019-09-16,shot,gun,53.0,M,Black,Washington,DC,False,attack,Not fleeing,False,2019
4616,2019-09-16,shot,gun,33.0,M,White,Elizabethon,TN,False,attack,Foot,False,2019
4617,2019-09-16,shot,gun,37.0,M,White,Sanger,TX,False,attack,Foot,False,2019
4619,2019-09-17,shot,hatchet,57.0,F,White,Richmond,VA,True,attack,Not fleeing,True,2019
4621,2019-09-17,shot,samurai sword,36.0,M,White,Oceanside,NY,True,attack,Not fleeing,False,2019
4622,2019-09-17,shot and Tasered,gun,39.0,M,Black,New York,NY,False,attack,Foot,True,2019
4623,2019-09-18,shot,gun,43.0,M,White,Salem,OR,False,attack,Not fleeing,False,2019
4624,2019-09-18,shot,gun,44.0,M,White,Tallahassee,FL,False,attack,Not fleeing,False,2019
4625,2019-09-18,shot,gun,33.0,M,Black,Memphis,TN,False,attack,Not fleeing,False,2019
4626,2019-09-18,shot and Tasered,knife,49.0,M,Black,Wilkinsburg,PA,False,attack,Not fleeing,False,2019
4627,2019-09-19,shot,pellet gun,18.0,M,Black,Long Beach,CA,False,attack,Not fleeing,False,2019
4629,2019-09-20,shot,gun,21.0,M,White,Gainesville,GA,True,attack,Not fleeing,True,2019
4630,2019-09-20,shot,gun,57.0,M,White,Lakewood,CO,False,attack,Not fleeing,False,2019
4631,2019-09-21,shot,undetermined,29.0,M,White,Ada,OK,False,attack,Not fleeing,False,2019
4632,2019-09-21,shot,knife,58.0,M,Native,Riverton,WY,True,attack,Not fleeing,False,2019
4635,2019-09-23,shot,gun,28.0,M,White,Floyd County,GA,False,attack,Foot,False,2019
4636,2019-09-23,shot,unknown weapon,31.0,M,White,Lowell,AR,False,other,Not fleeing,False,2019
4638,2019-09-24,shot,gun,67.0,M,White,Richlands,NC,False,attack,Car,False,2019
4640,2019-09-25,shot,gun,64.0,M,White,Hartsville,SC,False,attack,Not fleeing,False,2019
4641,2019-09-25,shot and Tasered,gun,32.0,M,White,Lacombe,LA,True,attack,Not fleeing,False,2019
4642,2019-09-26,shot,knife,49.0,M,Black,Hyattsville,MD,False,attack,Not fleeing,False,2019
4643,2019-09-26,shot,gun,28.0,M,White,Lexington County,SC,False,attack,Other,False,2019
4646,2019-09-28,shot,knife,31.0,M,Black,Baltimore,MD,False,attack,Foot,False,2019
4648,2019-09-29,shot,toy weapon,20.0,M,White,Monument,CO,True,attack,Not fleeing,False,2019
4650,2019-09-29,shot,gun,27.0,M,Black,New York,NY,False,attack,Not fleeing,True,2019
4651,2019-09-29,shot,vehicle,38.0,F,White,Cotter,MO,False,attack,Car,False,2019
4652,2019-09-29,shot and Tasered,unarmed,37.0,M,White,Longview,TX,False,attack,Foot,False,2019
4653,2019-09-30,shot,gun and car,36.0,M,White,Yucca Valley,CA,False,attack,Car,False,2019
4654,2019-09-30,shot and Tasered,knife,35.0,M,Hispanic,Gainesville,GA,False,other,Foot,False,2019
4655,2019-10-01,shot,gun,50.0,M,White,Drennen,WV,False,attack,Not fleeing,False,2019
4656,2019-10-01,shot,gun,75.0,M,White,Elkton,KY,False,attack,Not fleeing,False,2019
4657,2019-10-01,shot,BB gun and vehicle,32.0,M,White,Bridgeview,IL,False,attack,Foot,False,2019
4660,2019-10-03,shot,gun,24.0,M,Black,Oklahoma City,OK,False,attack,Not fleeing,True,2019
4661,2019-10-04,shot,wasp spray,37.0,M,White,Jacksonville,FL,True,attack,Not fleeing,False,2019
4662,2019-10-05,shot,air pistol,33.0,M,White,Carrollton,TX,False,attack,Not fleeing,False,2019
4665,2019-10-06,shot,knife,37.0,M,Hispanic,Los Angeles,CA,True,other,Not fleeing,False,2019
4666,2019-10-06,shot,gun,55.0,M,Black,Sacramento,CA,False,other,Not fleeing,True,2019
4667,2019-10-07,shot,knife,31.0,M,White,Kountze,TX,False,other,Not fleeing,False,2019
4668,2019-10-07,shot,gun,54.0,M,White,Tahlequah,OK,True,attack,Not fleeing,True,2019
4669,2019-10-08,shot,baton,37.0,M,Black,Beaumont,TX,False,attack,Not fleeing,False,2019
4670,2019-10-08,shot,vehicle,48.0,M,White,Lincoln,NE,False,attack,Not fleeing,False,2019
4671,2019-10-08,shot,vehicle,28.0,M,White,Layton,UT,False,attack,Car,False,2019
4673,2019-10-10,shot,vehicle,48.0,M,White,Los Angeles,CA,False,other,Car,False,2019
4674,2019-10-10,shot,gun,58.0,M,White,Farmington,NM,False,attack,Not fleeing,True,2019
4677,2019-10-11,shot,gun,19.0,M,White,Pittsburg,OK,False,attack,Other,False,2019
4680,2019-10-12,shot,gun,21.0,M,Black,El Monte,CA,False,attack,Foot,False,2019
4681,2019-10-12,shot,machete,57.0,M,Hispanic,North Port,FL,False,attack,Not fleeing,False,2019
4682,2019-10-13,shot,gun,17.0,M,Hispanic,Glendale,AZ,False,attack,Not fleeing,False,2019
4683,2019-10-13,shot,baseball bat,22.0,M,Hispanic,Corpus Christi,TX,True,other,Not fleeing,True,2019
4686,2019-10-14,shot,unarmed,31.0,M,Black,Ethel,LA,True,undetermined,Foot,False,2019
4687,2019-10-14,shot,gun,61.0,M,Black,High Point,NC,False,attack,Not fleeing,False,2019
4688,2019-10-14,shot,knife,54.0,F,White,Athens,GA,False,attack,Not fleeing,True,2019
4689,2019-10-15,shot,gun,28.0,M,White,Jamestown,NC,True,attack,Not fleeing,False,2019
4690,2019-10-15,shot,unarmed,30.0,M,White,Hope Ranch,CA,False,other,Not fleeing,False,2019
4691,2019-10-15,shot,gun,30.0,M,Black,New York,NY,False,attack,Not fleeing,False,2019
4692,2019-10-15,shot,gun,28.0,M,White,Wendell,ID,False,other,Car,False,2019
4693,2019-10-15,shot,gun,26.0,M,Black,Stone Mountain,GA,False,attack,Not fleeing,False,2019
4694,2019-10-16,shot,gun,28.0,M,White,Roanoke,VA,False,attack,Other,False,2019
4695,2019-10-16,shot,gun,21.0,M,Black,Sherman Oaks,CA,False,other,Not fleeing,False,2019
4697,2019-10-17,shot,straight edge razor,27.0,M,White,Oakridge,OR,False,other,Not fleeing,False,2019
4698,2019-10-17,shot,gun,34.0,M,Black,Warren,AR,False,attack,Car,False,2019
4699,2019-10-17,shot,gun and vehicle,22.0,M,Black,Fayette,MS,False,attack,Car,False,2019
4701,2019-10-18,shot,gun,29.0,M,White,Idaho Falls,ID,True,attack,Not fleeing,False,2019
4702,2019-10-18,shot,knife,38.0,M,White,Farmingdale,NJ,False,attack,Not fleeing,False,2019
4705,2019-10-19,shot,gun and vehicle,34.0,M,White,Palestine,TX,False,attack,Other,False,2019
4706,2019-10-20,shot,gun,30.0,M,Black,St. Louis,MO,False,attack,Car,False,2019
4707,2019-10-20,shot,toy weapon,33.0,F,White,Boise,ID,True,attack,Not fleeing,True,2019
4708,2019-10-21,shot,gun,21.0,M,White,Trotwood,OH,False,attack,Car,False,2019
4709,2019-10-21,shot,gun,39.0,M,White,Hillsboro,OR,False,attack,Not fleeing,False,2019
4710,2019-10-21,shot,gun,37.0,F,Hispanic,Henderson,NV,False,attack,Not fleeing,True,2019
4711,2019-10-21,shot and Tasered,gun,36.0,M,Hispanic,Denver,CO,False,attack,Car,False,2019
4712,2019-10-22,shot,sharp object,55.0,M,Asian,Carson,CA,False,other,Not fleeing,False,2019
4714,2019-10-23,shot,vehicle,47.0,M,White,El Paso,TX,False,attack,Car,False,2019
4715,2019-10-23,shot,gun,61.0,M,White,Spokane,WA,True,attack,Not fleeing,False,2019
4716,2019-10-23,shot,gun,29.0,M,Black,New York,NY,False,attack,Not fleeing,True,2019
4717,2019-10-23,shot,gun,29.0,M,White,Huntington,IN,True,attack,Foot,False,2019
4718,2019-10-23,shot,gun,44.0,M,Black,Long Beach,CA,False,attack,Not fleeing,True,2019
4719,2019-10-24,shot,gun,53.0,M,White,Greenville,NC,False,other,Not fleeing,False,2019
4721,2019-10-25,shot,pair of scissors,45.0,F,White,Bossier City,LA,False,other,Not fleeing,False,2019
4722,2019-10-25,shot,vehicle,19.0,M,White,Morristown,TN,False,attack,Not fleeing,False,2019
4723,2019-10-25,shot,gun,40.0,M,White,Kansas,OK,False,attack,Not fleeing,False,2019
4724,2019-10-25,shot,chair,33.0,M,Black,New York,NY,True,attack,Not fleeing,False,2019
4727,2019-10-26,shot,gun,45.0,M,Asian,Athens,GA,False,attack,Foot,True,2019
4729,2019-10-26,shot and Tasered,gun,27.0,M,White,Walloon Lake,MI,True,attack,Not fleeing,False,2019
4730,2019-10-27,shot,gun,63.0,M,White,Madison,WI,False,attack,Not fleeing,False,2019
4731,2019-10-27,shot,gun,50.0,M,Hispanic,Tulsa,OK,False,attack,Not fleeing,True,2019
4732,2019-10-27,shot,gun,25.0,M,Black,Carmichael,CA,False,attack,Not fleeing,False,2019
4733,2019-10-27,shot and Tasered,gun,39.0,M,Black,Madison,AL,False,attack,Not fleeing,True,2019
4734,2019-10-27,shot and Tasered,crowbar,42.0,M,Hispanic,Porterville,CA,True,attack,Not fleeing,False,2019
4735,2019-10-28,shot,hammer,25.0,M,White,Evansville,IN,False,attack,Not fleeing,True,2019
4736,2019-10-30,shot,gun,24.0,M,Black,Baltimore,MD,False,attack,Not fleeing,True,2019
4740,2019-10-30,shot,ax,62.0,M,White,Lancaster,CA,False,other,Not fleeing,False,2019
4741,2019-10-31,shot,gun,34.0,M,White,Bascom,FL,False,attack,Car,False,2019
4742,2019-10-31,shot,toy weapon,33.0,M,White,San Jose,CA,True,attack,Not fleeing,True,2019
4744,2019-11-01,shot,gun,46.0,M,Hispanic,Adams County,CO,False,attack,Not fleeing,False,2019
4745,2019-11-01,shot,gun,41.0,M,Hispanic,Orlando,FL,False,attack,Not fleeing,False,2019
4746,2019-11-01,shot,gun,38.0,M,Hispanic,Odessa,TX,False,attack,Car,False,2019
4747,2019-11-01,shot,box cutter,22.0,M,Hispanic,Alamogordo,NM,False,attack,Not fleeing,False,2019
4749,2019-11-02,shot and Tasered,sword,29.0,M,White,Vero Beach,FL,False,attack,Not fleeing,False,2019
4750,2019-11-03,shot,knife,56.0,M,White,Parkland,WA,True,other,Not fleeing,True,2019
4751,2019-11-03,shot,gun,32.0,M,Black,Phoenix,AZ,False,attack,Not fleeing,False,2019
4753,2019-11-04,shot,sharp object,31.0,M,White,Glendale,AZ,True,attack,Not fleeing,True,2019
4755,2019-11-04,shot,gun,31.0,M,White,Two Rivers,WI,False,other,Not fleeing,False,2019
4756,2019-11-05,shot,gun,48.0,M,Black,East Cleveland,OH,False,attack,Not fleeing,True,2019
4757,2019-11-05,shot,gun,58.0,M,White,Pettis County,MO,False,attack,Not fleeing,False,2019
4758,2019-11-05,shot,gun,32.0,M,Asian,Leon,WI,False,other,Not fleeing,False,2019
4759,2019-11-05,shot and Tasered,knife,45.0,M,White,Willis,TX,False,other,Car,False,2019
4760,2019-11-06,shot,gun,37.0,M,Black,Tahlequah,OK,False,attack,Not fleeing,False,2019
4763,2019-11-06,shot,gun,31.0,M,Black,Fayetteville,NC,False,attack,Not fleeing,False,2019
4766,2019-11-07,shot,gun,66.0,M,White,Conyers,GA,False,attack,Not fleeing,False,2019
4767,2019-11-07,shot,gun,37.0,M,White,Ashtabula Township,OH,False,other,Not fleeing,False,2019
4768,2019-11-08,shot,gun,38.0,M,White,Lincolnton,NC,True,attack,Not fleeing,False,2019
4770,2019-11-09,shot,knife,44.0,M,White,Everett,WA,True,other,Not fleeing,False,2019
4771,2019-11-09,shot and Tasered,knife,28.0,M,White,Union County,SC,False,other,Not fleeing,False,2019
4772,2019-11-11,shot,gun,22.0,M,White,Lakewood,CO,False,other,Foot,False,2019
4773,2019-11-11,shot,gun,59.0,F,White,Loveland,CO,False,attack,Not fleeing,False,2019
4775,2019-11-11,shot,vehicle,20.0,F,White,Lakeland,FL,False,attack,Not fleeing,False,2019
4777,2019-11-12,shot,vehicle and gun,30.0,M,Other,Honolulu,HI,False,other,Not fleeing,False,2019
4778,2019-11-13,shot,gun,27.0,M,Black,Wilson,NC,False,attack,Foot,False,2019
4780,2019-11-13,shot,sword,37.0,M,Hispanic,Los Angeles,CA,False,other,Foot,False,2019
4781,2019-11-14,shot,screwdriver,52.0,M,White,Beaumont,TX,False,attack,Not fleeing,False,2019
4782,2019-11-14,shot,gun,35.0,M,White,Fox Crossing,WI,True,other,Not fleeing,False,2019
4783,2019-11-15,shot,gun,33.0,M,Black,Charlotte,NC,False,attack,Not fleeing,False,2019
4785,2019-11-15,shot,gun,27.0,M,Black,Cleveland,OH,False,other,Foot,False,2019
4787,2019-11-16,shot,gun,27.0,M,White,Mesa,AZ,False,attack,Not fleeing,False,2019
4788,2019-11-16,shot,unarmed,41.0,M,White,Alliance,OH,False,attack,Foot,False,2019
4789,2019-11-18,shot,vehicle,28.0,M,Black,Franklin County,WA,False,attack,Car,False,2019
4793,2019-11-19,shot,gun,34.0,M,White,San Bernardino,CA,False,attack,Not fleeing,False,2019
4795,2019-11-19,shot,gun,32.0,M,Black,Des Plaines,IL,False,attack,Not fleeing,False,2019
4796,2019-11-19,shot and Tasered,knife,50.0,M,Hispanic,Preston,ID,True,other,Not fleeing,False,2019
4797,2019-11-20,shot,knife,55.0,M,White,Dahlonega,GA,False,other,Not fleeing,False,2019
4798,2019-11-20,shot,gun,51.0,M,White,Hampton,GA,False,attack,Not fleeing,False,2019
4800,2019-11-20,shot,gun,42.0,F,White,Los Angeles,CA,False,other,Not fleeing,False,2019
4801,2019-11-22,shot,vehicle,36.0,M,White,Black Diamond,WA,False,attack,Not fleeing,False,2019
4802,2019-11-22,shot,gun,37.0,M,Black,Elizabethtown,NC,False,attack,Not fleeing,False,2019
4803,2019-11-23,shot,gun,28.0,M,Black,Chester,SC,False,attack,Foot,True,2019
4804,2019-11-23,shot,toy weapon,24.0,M,Hispanic,Pueblo,CO,False,attack,Not fleeing,False,2019
4805,2019-11-24,shot,gun,34.0,M,White,Gaines Township,MI,False,attack,Not fleeing,False,2019
4806,2019-11-25,shot,vehicle and machete,22.0,M,Black,Los Angeles,CA,False,attack,Foot,True,2019
4807,2019-11-25,shot,gun,42.0,M,White,Great Falls,MT,False,other,Not fleeing,False,2019
4808,2019-11-26,shot,ice pick,48.0,M,White,Sparks,MD,True,attack,Car,True,2019
4809,2019-11-26,shot,gun,51.0,M,White,Greeneville,TN,False,attack,Not fleeing,True,2019
4810,2019-11-27,shot,sword,40.0,M,Black,Mansfield,OH,False,other,Not fleeing,False,2019
4811,2019-11-28,shot,gun,34.0,M,White,Barton County,MO,False,other,Car,False,2019
4812,2019-11-28,shot,gun,30.0,M,Black,Tampa,FL,False,attack,Other,False,2019
4816,2019-11-29,shot,gun,60.0,M,White,Lakeland,FL,True,attack,Not fleeing,False,2019
4817,2019-11-29,shot,gun,40.0,M,White,Watkins,CO,False,attack,Car,False,2019
4819,2019-11-30,shot,unarmed,40.0,M,Hispanic,Eugene,OR,False,attack,Not fleeing,False,2019
4821,2019-12-01,shot,gun,68.0,M,Black,Morrow,GA,False,attack,Not fleeing,False,2019
4822,2019-12-01,shot,knife,60.0,M,White,Concord,CA,True,attack,Not fleeing,True,2019
4823,2019-12-01,shot,gun and vehicle,16.0,M,Hispanic,Fort Pierce,FL,False,attack,Other,False,2019
4824,2019-12-01,shot,vehicle,25.0,M,White,Plant City,FL,False,attack,Car,False,2019
4826,2019-12-02,shot,gun,21.0,M,Black,Daytona Beach,FL,False,attack,Foot,True,2019
4828,2019-12-02,shot,unarmed,28.0,M,Black,Temple,TX,False,undetermined,Not fleeing,False,2019
4829,2019-12-02,shot,gun,18.0,M,Native,Mesa,AZ,False,attack,Not fleeing,False,2019
4831,2019-12-03,shot,gun,26.0,M,Black,Kansas City,MO,False,other,Not fleeing,False,2019
4832,2019-12-03,shot,gun,31.0,M,Black,Syracuse,NY,False,attack,Not fleeing,True,2019
4833,2019-12-05,shot,gun,58.0,M,Black,Avon,CO,False,attack,Car,False,2019
4834,2019-12-05,shot,vehicle,31.0,M,Black,Marshall,TX,False,attack,Foot,False,2019
4835,2019-12-05,shot,gun,41.0,M,Black,Miramar,FL,False,attack,Car,False,2019
4836,2019-12-05,shot,gun,41.0,M,Black,Miramar,FL,False,attack,Car,False,2019
4837,2019-12-05,shot,gun,41.0,M,White,San Bernardino,CA,False,other,Foot,False,2019
4839,2019-12-06,shot,gun,17.0,M,Black,Bentonville,AR,False,other,Not fleeing,False,2019
4840,2019-12-07,shot,gun,35.0,M,White,Fayetteville,AR,False,attack,Not fleeing,False,2019
4841,2019-12-07,shot,gun,65.0,M,White,Nokomis,FL,True,attack,Not fleeing,False,2019
4842,2019-12-08,shot,knife,51.0,M,White,Portland,OR,True,other,Not fleeing,False,2019
